mal_id,name,score,genres,english_name,japanese_name,type,episodes,aired,premiered,producers,licensors,studios,source,duration,rating,ranked,popularity,members,favorites,watching,completed,on_hold,dropped,plan_to_watch,score_10,score_9,score_8,score_7,score_6,score_5,score_4,score_3,score_2,score_1,aired_start,aired_end,is_outlier,weighted_score,drop_ratio,score_category,main_studio,studio_tier,year,decade,n_genres,main_genre,engagement_ratio
31890,Nurse Witch Komugi-chan R,5.95,"Comedy, Magic, Parody",,ナースウィッチ小麦ちゃんR,TV,12.0,"Jan 10, 2016 to Mar 27, 2016",Winter 2016,"VAP, Nippon Television Network",Sentai Filmworks,Tatsunoko Production,Original,22 min. per ep.,PG-13 - Teens 13 or older,8377.0,4770,10772,13,821,3817,542,1782,3810,98.0,127.0,318.0,740.0,887.0,701.0,423.0,226.0,114.0,102.0,2016-01-10,2016-03-27,False,23.99,0.3183,Moyen,Tatsunoko Production,Top,2016.0,2010.0,3.0,Comedy,0.0012
31892,The Legend of Huainanzi,,"Adventure, Fantasy, Historical",,淮南子传奇,TV,26.0,"Apr 23, 2012 to ?",,CCTV Animation,,,Other,22 min. per ep.,G - All Ages,12461.0,13519,296,1,22,32,9,36,197,6.0,,,5.0,1.0,2.0,1.0,2.0,,1.0,2012-04-23,,False,,0.5294,,,,2012.0,2010.0,3.0,Adventure,0.0034
31893,The Legend of Huainanzi 2nd Season,,"Adventure, Fantasy, Historical",,淮南子传奇,TV,26.0,"Mar 3, 2014 to ?",,CCTV Animation,,,Other,22 min. per ep.,G - All Ages,12478.0,15193,184,0,15,30,6,36,97,3.0,1.0,3.0,4.0,2.0,1.0,2.0,,,1.0,2014-03-03,,False,,0.5455,,,,2014.0,2010.0,3.0,Adventure,0.0
31894,The iDOLM@STER Million Live! Dreaming! Animation PV,6.34,Music,,アイドルマスター ミリオンライブ！Dreaming! Animation PV,Music,1.0,"Sep 30, 2015",,,,A-1 Pictures,Game,1 min.,PG-13 - Teens 13 or older,6710.0,9137,1781,1,48,982,29,51,671,62.0,28.0,53.0,139.0,160.0,111.0,28.0,20.0,10.0,13.0,2015-09-30,,False,20.61,0.0494,Moyen,A-1 Pictures,Top,2015.0,2010.0,1.0,Music,0.0006
31898,Robocar Poli,,"Kids, Cars, Comedy",,로보카 폴리,TV,26.0,"Feb 28, 2011 to Jul 12, 2011",Winter 2011,RoiVisual,,,Original,11 min. per ep.,G - All Ages,11725.0,13823,272,0,12,135,11,60,54,5.0,1.0,4.0,6.0,15.0,20.0,14.0,9.0,6.0,10.0,2011-02-28,2011-07-12,False,,0.3077,,,,2011.0,2010.0,3.0,Kids,0.0
31903,Isobe Isobee Monogatari: Ukiyo wa Tsurai yo (2015),,"Comedy, Historical, Shounen",,磯部磯兵衛物語 〜浮世はつらいよ〜,ONA,1.0,"Dec 12, 2015",,,,Gathering,Manga,30 sec.,,14637.0,12066,514,1,53,59,28,47,327,4.0,1.0,2.0,10.0,10.0,23.0,5.0,2.0,4.0,8.0,2015-12-12,,False,,0.4434,,Gathering,Mid,2015.0,2010.0,3.0,Comedy,0.0019
31904,Big Order (TV),5.4,"Action, Shounen, Super Power",,ビッグオーダー,TV,10.0,"Apr 16, 2016 to Jun 18, 2016",Spring 2016,"Lantis, Rakuonsha, KlockWorx",Crunchyroll,Asread,Manga,24 min. per ep.,R+ - Mild Nudity,9909.0,841,178199,203,11665,103622,4928,20862,37122,2631.0,3251.0,7802.0,14747.0,17211.0,14033.0,11028.0,6962.0,5610.0,5293.0,2016-04-16,2016-06-18,False,28.35,0.1676,Moyen,Asread,Mid,2016.0,2010.0,3.0,Action,0.0011
31908,"Ai think so,",5.54,Music,,"愛 think so,",Music,1.0,"Sep 25, 2009",,U/M/A/A Inc.,,,Original,4 min.,G - All Ages,9580.0,11235,725,0,6,620,3,27,69,19.0,15.0,23.0,48.0,93.0,127.0,52.0,29.0,21.0,15.0,2009-09-25,,False,15.85,0.0417,Moyen,,,2009.0,2000.0,1.0,Music,0.0
31909,Wakaba*Girl: Onsen Tsukaritai,6.92,"Comedy, Slice of Life",Wakaba Girl Special,わかば＊ガール 十四葉「温泉つかりたい」,Special,1.0,"Oct 23, 2015",,NBCUniversal Entertainment Japan,Sentai Filmworks,Nexus,4-koma manga,8 min.,PG-13 - Teens 13 or older,3929.0,5486,7563,2,104,6128,60,50,1221,207.0,287.0,862.0,1487.0,808.0,430.0,90.0,49.0,20.0,18.0,2015-10-23,,False,26.84,0.0081,Bon,Nexus,Indie,2015.0,2010.0,2.0,Comedy,0.0003
31911,Pokemon Fushigi no Dungeon: Magnagate to Mugendai Meikyu,6.25,"Adventure, Fantasy, Kids",Pokemon Mystery Dungeon:Gates to Infinity,ポケモン不思議のダンジョン マグナゲートと∞迷宮,ONA,2.0,"Nov 1, 2012",,Nintendo,The Pokemon Company International,OLM,Game,2 min. per ep.,G - All Ages,7125.0,8000,2768,0,54,1927,45,64,678,79.0,50.0,89.0,240.0,285.0,221.0,61.0,21.0,14.0,19.0,2012-11-01,,False,21.51,0.0321,Moyen,OLM,Top,2012.0,2010.0,3.0,Adventure,0.0
31912,Shinsetsu Kachikachi Yama,5.13,"Action, Fantasy, Historical",,新説カチカチ山,Movie,1.0,"Nov, 1936",,,,,Original,6 min.,G - All Ages,10421.0,12026,517,0,21,344,7,50,95,12.0,,8.0,11.0,42.0,81.0,36.0,31.0,9.0,14.0,,,False,13.92,0.1269,Moyen,,,,,3.0,Action,0.0
31914,Shoujo-tachi wa Kouya wo Mezasu,6.33,School,Girls Beyond the Wasteland,少女たちは荒野を目指す,TV,12.0,"Jan 7, 2016 to Mar 24, 2016",Winter 2016,"Sotsu, Lantis, Magic Capsule, Warner Bros. Japan, KlockWorx, Cospa, ASCII Media Works, Hawkeye",Sentai Filmworks,"Barnum Studio, Project No.9",Visual novel,24 min. per ep.,PG-13 - Teens 13 or older,6742.0,1418,97928,133,8702,45419,4407,10922,28478,1064.0,1560.0,4925.0,11299.0,9760.0,5792.0,2747.0,1196.0,518.0,305.0,2016-01-07,2016-03-24,False,31.59,0.1939,Moyen,Barnum Studio,Indie,2016.0,2010.0,1.0,School,0.0014
31918,Owaranai Seraph: Nagoya-hen,7.31,"Comedy, Parody, Shounen",Seraph of the Endless,終わらないセラフ名古屋編,Special,4.0,"Dec 25, 2015 to Mar 30, 2016",,,Funimation,Wit Studio,Manga,4 min. per ep.,PG-13 - Teens 13 or older,2306.0,2629,37809,70,1745,23549,1192,469,10854,1749.0,1501.0,3076.0,4388.0,2216.0,921.0,293.0,113.0,64.0,55.0,2015-12-25,2016-03-30,False,33.46,0.0195,Bon,Wit Studio,Top,2015.0,2010.0,3.0,Comedy,0.0019
31919,PriPara Movie: Mi~nna no Akogare♪ Let's Go☆Prix Paris,7.01,"Music, Slice of Life, School, Shoujo",,映画 プリパラ み～んなのあこがれ♪ レッツゴー☆プリパリ,Movie,1.0,"Mar 12, 2016",,,,Tatsunoko Production,Game,1 hr. 12 min.,PG - Children,3618.0,9471,1556,6,44,775,26,58,653,82.0,58.0,81.0,132.0,74.0,36.0,17.0,5.0,9.0,7.0,2016-03-12,,False,22.38,0.0696,Bon,Tatsunoko Production,Top,2016.0,2010.0,4.0,Music,0.0039
31923,Mini Hama: Minimum Hamatora Movies,6.02,"Comedy, Mystery, School, Super Power",,劇場版 ミニはま -MINIMUM HAMATORA-,Movie,2.0,"Nov 14, 2015",,,,Lerche,Original,5 min. per ep.,PG-13 - Teens 13 or older,8150.0,8496,2296,1,80,816,84,104,1212,35.0,19.0,39.0,90.0,131.0,80.0,28.0,18.0,16.0,11.0,2015-11-14,,False,20.23,0.113,Moyen,Lerche,Top,2015.0,2010.0,4.0,Comedy,0.0004
31924,Monchhichiisu,,Kids,,もんちっちーず,TV,20.0,"Dec 1, 2012 to Apr 27, 2013",Winter 2013,PansonWorks,,,Other,1 min. per ep.,PG - Children,15641.0,15861,146,1,10,46,3,44,43,8.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,3.0,4.0,2012-12-01,2013-04-27,False,,0.4889,,,,2012.0,2010.0,1.0,Kids,0.0068
31925,White Tree,5.68,"Music, Romance",White Tree,White tree,Music,1.0,"Dec 10, 2014",,Sony Music Entertainment,,,Music,5 min.,G - All Ages,9211.0,12951,360,0,11,247,2,22,78,9.0,3.0,10.0,26.0,42.0,37.0,23.0,10.0,5.0,6.0,2014-12-10,,False,14.53,0.0818,Moyen,,,2014.0,2010.0,2.0,Music,0.0
31926,Kashikokimono,,Music,,KASHIKOKIMONO (かしこきもの),Movie,1.0,2004,,,,,Original,9 min.,G - All Ages,14906.0,13337,318,0,16,128,5,15,154,4.0,4.0,2.0,7.0,15.0,21.0,9.0,9.0,5.0,12.0,,,False,,0.1049,,,,,,1.0,Music,0.0
31927,Phantom of the Kill: Zero kara no Hangyaku,6.21,"Action, Adventure, Fantasy",,ファントム オブ キル ―ZEROからの反逆―,Movie,1.0,"Apr 7, 2016",,Fuji&gumi Games,,Production I.G,Game,21 min.,R - 17+ (violence & profanity),7277.0,5066,9252,7,464,4021,151,116,4500,107.0,145.0,320.0,693.0,724.0,450.0,218.0,93.0,51.0,33.0,2016-04-07,,False,24.63,0.028,Moyen,Production I.G,Top,2016.0,2010.0,3.0,Action,0.0008
31931,Full Metal Panic! Invisible Victory,7.6,"Action, Mecha, Military",Full Metal Panic! Invisible Victory,フルメタル・パニック！Invisible Victory,TV,12.0,"Apr 13, 2018 to Jul 18, 2018",Spring 2018,,Funimation,Xebec,Light novel,24 min. per ep.,R - 17+ (violence & profanity),1281.0,1730,76075,256,7034,34896,2096,1648,30401,2218.0,4173.0,9101.0,7830.0,2855.0,1181.0,437.0,132.0,59.0,78.0,2018-04-13,2018-07-18,False,37.1,0.0451,Bon,Xebec,Top,2018.0,2010.0,3.0,Action,0.0034
31933,JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,8.51,"Action, Adventure, Comedy, Supernatural, Drama, Shounen",JoJo's Bizarre Adventure:Diamond is Unbreakable,ジョジョの奇妙な冒険 ダイヤモンドは砕けない,TV,39.0,"Apr 2, 2016 to Dec 24, 2016",Spring 2016,"Warner Bros. Japan, KlockWorx, Medicos Entertainment, Shueisha",VIZ Media,David Production,Manga,23 min. per ep.,R - 17+ (violence & profanity),100.0,163,625022,23817,43581,494738,11163,6220,69320,91038.0,134652.0,116573.0,49403.0,14017.0,4652.0,2012.0,788.0,498.0,1215.0,2016-04-02,2016-12-24,False,49.32,0.0124,Excellent,David Production,Mid,2016.0,2010.0,6.0,Action,0.0381
31941,Alice in Dreamland,5.13,"Adventure, Dementia, Fantasy",,アリス・イン・ドリームランド,Movie,1.0,"Dec 19, 2015",,Bitgang,,,Other,44 min.,G - All Ages,10445.0,9382,1616,0,60,431,33,79,1013,11.0,4.0,13.0,30.0,57.0,56.0,31.0,35.0,24.0,40.0,2015-12-19,,False,16.46,0.1549,Moyen,,,2015.0,2010.0,3.0,Adventure,0.0
31942,Shooting Hero,,"Music, Sports, Kids",,シューティング・ヒーロー,Music,1.0,"Apr 4, 1986",,NHK,,,Original,2 min.,G - All Ages,12053.0,15032,193,0,6,122,1,36,28,8.0,,3.0,8.0,11.0,13.0,13.0,9.0,6.0,13.0,1986-04-04,,False,,0.2278,,,,1986.0,1980.0,3.0,Music,0.0
31948,Sora no Arawashi,,"Action, Drama",,空の荒鷲,Movie,1.0,"Apr 20, 1938",,,,,Original,9 min.,G - All Ages,12124.0,14539,221,0,13,53,5,76,74,8.0,,1.0,3.0,5.0,8.0,,1.0,,7.0,1938-04-20,,False,,0.5891,,,,1938.0,1930.0,2.0,Action,0.0
31952,Kono Bijutsubu ni wa Mondai ga Aru!,7.26,"Comedy, Romance, School, Seinen",This Art Club Has a Problem!,この美術部には問題がある！,TV,12.0,"Jul 8, 2016 to Sep 23, 2016",Summer 2016,"TBS, DAX Production, ASCII Media Works, King Records",Maiden Japan,feel.,Manga,24 min. per ep.,PG-13 - Teens 13 or older,2531.0,690,213851,579,15284,114481,6912,8160,69014,4567.0,8652.0,24917.0,32702.0,14063.0,5833.0,1610.0,569.0,187.0,189.0,2016-07-08,2016-09-23,False,38.7,0.0665,Bon,feel.,Top,2016.0,2010.0,4.0,Comedy,0.0027
31953,New Game!,7.62,"Game, Slice of Life, Comedy",New Game!,NEW GAME!,TV,12.0,"Jul 4, 2016 to Sep 19, 2016",Summer 2016,"Frontier Works, Kadokawa Shoten, Movic, AT-X, Delfi Sound, Sony Music Communications, Houbunsha, MAGES., Lawson","Funimation, Crunchyroll",Doga Kobo,4-koma manga,24 min. per ep.,PG-13 - Teens 13 or older,1210.0,406,333461,2545,20686,199599,10063,11778,91335,11741.0,23413.0,52482.0,47424.0,16823.0,6597.0,1915.0,707.0,320.0,302.0,2016-07-04,2016-09-19,False,42.09,0.0557,Bon,Doga Kobo,Top,2016.0,2010.0,3.0,Game,0.0076
31964,Boku no Hero Academia,8.11,"Action, Comedy, School, Shounen, Super Power",My Hero Academia,僕のヒーローアカデミア,TV,13.0,"Apr 3, 2016 to Jun 26, 2016",Spring 2016,"Dentsu, Mainichi Broadcasting System, Movic, TOHO animation, Shueisha",Funimation,Bones,Manga,24 min. per ep.,PG-13 - Teens 13 or older,400.0,6,1909814,50005,90902,1655900,18092,19212,125708,192539.0,318675.0,414913.0,253871.0,77961.0,29893.0,9015.0,3664.0,1807.0,3129.0,2016-04-03,2016-06-26,False,50.94,0.0115,Excellent,Bones,Top,2016.0,2010.0,5.0,Action,0.0262
31965,Ba La La Xiao Mo Xian Zhi: Qiji Wubu,5.88,"Comedy, Magic, Shoujo",,巴啦啦小魔仙之奇迹舞步,TV,52.0,"Apr 19, 2013 to Apr, 2014",Spring 2013,"B.CMAY PICTURES, Alpha Group Co. Ltd.",,,Original,24 min. per ep.,G - All Ages,8588.0,11381,682,2,47,208,23,79,325,15.0,7.0,11.0,18.0,29.0,24.0,17.0,8.0,12.0,12.0,2013-04-19,,False,16.67,0.2753,Moyen,,,2013.0,2010.0,3.0,Comedy,0.0029
31966,Sword Gai,5.65,"Action, Seinen, Supernatural",,『ソードガイ 装刀凱』3DCGプロモーションムービー,ONA,1.0,"Oct 4, 2013",,,,Digital Frontier,Manga,1 min.,R - 17+ (violence & profanity),9286.0,7593,3290,8,170,1950,52,174,944,53.0,41.0,106.0,227.0,286.0,283.0,135.0,65.0,43.0,67.0,2013-10-04,,False,19.87,0.0819,Moyen,Digital Frontier,Indie,2013.0,2010.0,3.0,Action,0.0024
31967,Dog Days'': Gravure Talk,6.32,"Comedy, Ecchi, Fantasy",,ドッグデイズ'' グラビアトーク,Special,4.0,"Aug 26, 2015",,,,Seven Arcs Pictures,Original,1 min. per ep.,PG-13 - Teens 13 or older,6758.0,7322,3677,5,164,1847,93,92,1481,107.0,41.0,113.0,210.0,262.0,170.0,66.0,27.0,13.0,30.0,2015-08-26,,False,22.53,0.0474,Moyen,Seven Arcs Pictures,Mid,2015.0,2010.0,3.0,Comedy,0.0014
31971,Ojiichan ga Nokoshite Kureta Mono: Moetemo Moenai? Moenikui!,,Slice of Life,,おじいちゃんが残してくれたもの ～燃えても燃えない？燃えにくい！～,OVA,1.0,"Jul, 2014",,,,,Original,10 min.,G - All Ages,11292.0,15733,151,0,11,59,1,31,49,3.0,1.0,3.0,3.0,11.0,9.0,6.0,4.0,,3.0,,,False,,0.3444,,,,,,1.0,Slice of Life,0.0
31972,Tang Lang Bu Chan,5.75,Historical,,螳螂捕蝉,Movie,1.0,1988,,,,Shanghai Animation Film Studio,Other,5 min.,G - All Ages,9024.0,12743,388,0,11,260,5,25,87,9.0,8.0,7.0,36.0,41.0,50.0,20.0,14.0,6.0,5.0,,,False,14.89,0.0877,Moyen,Shanghai Animation Film Studio,Indie,,,1.0,Historical,0.0
31973,Mobile Suit Gundam Thunderbolt,7.93,"Action, Military, Sci-Fi, Space, Drama, Mecha",,機動戦士ガンダム サンダーボルト,ONA,4.0,"Dec 25, 2015 to Apr 22, 2016",,,,Sunrise,Manga,18 min. per ep.,R - 17+ (violence & profanity),647.0,2547,39899,291,2615,24568,1076,565,11075,2072.0,4666.0,7155.0,4035.0,1326.0,461.0,189.0,75.0,32.0,44.0,2015-12-25,2016-04-22,False,36.49,0.0225,Bon,Sunrise,Top,2015.0,2010.0,6.0,Action,0.0073
31977,Hanabi,5.84,"Slice of Life, Romance, Music, Drama",,花火,Music,1.0,"Oct 29, 2015",,Pony Canyon,,,Music,6 min.,PG-13 - Teens 13 or older,8699.0,9471,1564,2,40,1004,14,25,481,33.0,36.0,61.0,139.0,172.0,131.0,90.0,54.0,30.0,20.0,2015-10-29,,False,18.66,0.0243,Moyen,,,2015.0,2010.0,4.0,Slice of Life,0.0013
31978,Crayon Shin-chan Movie 24: Bakusui! Yumemi World Dai Totsugeki,6.98,"Comedy, Seinen",Crayon Shin-chan:Fast Asleep! The Great Assault on the Dreaming World!,映画クレヨンしんちゃん 爆睡! ユメミーワールド大突撃,Movie,1.0,"Apr 16, 2016",,"TV Asahi, Asatsu DK",,Shin-Ei Animation,Manga,1 hr. 36 min.,G - All Ages,3713.0,9123,1776,4,56,1102,34,71,513,78.0,63.0,141.0,258.0,119.0,62.0,18.0,8.0,5.0,15.0,2016-04-16,,False,22.68,0.0605,Bon,Shin-Ei Animation,Top,2016.0,2010.0,2.0,Comedy,0.0023
31980,Okusama ga Seitokaichou!: Seitokaichou to Ofuro Asobi,6.78,"Comedy, Romance, Ecchi, Shounen",My Wife is the Student Council President OVA,おくさまが生徒会長！ 生徒会長とお風呂遊び,OVA,1.0,"Jan 27, 2016",,,,Seven,Manga,10 min.,R+ - Mild Nudity,4546.0,2743,35014,20,773,27960,309,147,5825,1316.0,1303.0,2835.0,5702.0,4211.0,1932.0,725.0,322.0,186.0,145.0,2016-01-27,,False,30.81,0.0052,Bon,Seven,Top,2016.0,2010.0,4.0,Comedy,0.0006
31984,Lupin Shanshei Pilot,5.67,"Parody, Comedy",,ルパンしゃんしぇいパイロット版,Special,1.0,"Dec 19, 2012",,,,TMS Entertainment,,2 min.,PG-13 - Teens 13 or older,9256.0,11172,742,0,32,275,26,47,362,11.0,,5.0,21.0,39.0,40.0,14.0,9.0,3.0,14.0,2012-12-19,,False,16.28,0.146,Moyen,TMS Entertainment,Top,2012.0,2010.0,2.0,Parody,0.0
31988,Hibike! Euphonium 2,8.3,"Music, School, Drama",Sound! Euphonium 2,響け！ユーフォニアム2,TV,13.0,"Oct 6, 2016 to Dec 29, 2016",Fall 2016,"Lantis, Pony Canyon, Rakuonsha",Ponycan USA,Kyoto Animation,Novel,23 min. per ep.,PG-13 - Teens 13 or older,228.0,906,164555,2532,9080,103466,4935,2894,44180,14019.0,24812.0,27519.0,12811.0,3850.0,1520.0,496.0,197.0,90.0,149.0,2016-10-06,2016-12-29,False,43.3,0.0272,Excellent,Kyoto Animation,Top,2016.0,2010.0,3.0,Music,0.0154
31989,Hibike! Euphonium Movie 1: Kitauji Koukou Suisougaku-bu e Youkoso,7.51,"Music, School",Sound! Euphonium the Movie:Welcome to the Kitauji High School Concert Band,劇場版 響け！ユーフォニアム～北宇治高校吹奏楽部へようこそ～,Movie,1.0,"Apr 23, 2016",,"Lantis, Shochiku",Eleven Arts,Kyoto Animation,Novel,1 hr. 43 min.,PG-13 - Teens 13 or older,1543.0,3596,20592,18,549,9315,317,243,10168,615.0,731.0,1945.0,2146.0,659.0,249.0,70.0,23.0,20.0,34.0,2016-04-23,,False,32.4,0.0254,Bon,Kyoto Animation,Top,2016.0,2010.0,2.0,Music,0.0009
31994,Yami Shibai 3,6.29,"Dementia, Horror, Supernatural",Yamishibai:Japanese Ghost Stories 3,闇芝居 3期,TV,13.0,"Jan 11, 2016 to Apr 4, 2016",Winter 2016,TV Tokyo,,ILCA,Original,4 min. per ep.,PG-13 - Teens 13 or older,6939.0,3131,27481,36,1092,20145,457,578,5209,727.0,844.0,1901.0,3747.0,3738.0,2335.0,1114.0,549.0,270.0,157.0,2016-01-11,2016-04-04,False,27.92,0.0279,Moyen,ILCA,Mid,2016.0,2010.0,3.0,Dementia,0.0013
31995,Kowaremono The Animation,6.27,"Hentai, School",,娘ワレモノ THE ANIMATION,OVA,1.0,"Dec 4, 2015",,BOOTLEG,,Studio 1st,Manga,17 min.,Rx - Hentai,,6172,5621,12,343,3793,205,180,1100,167.0,142.0,302.0,540.0,609.0,357.0,164.0,95.0,65.0,53.0,2015-12-04,,False,23.51,0.0453,Moyen,Studio 1st,Mid,2015.0,2010.0,2.0,Hentai,0.0021
31997,Hetalia: The World Twinkle Extra Disc,7.34,"Comedy, Historical, Parody",,「 ヘタリア The World Twinkle 」 えくすとらでぃすく,OVA,1.0,"Feb 24, 2016",,,Funimation,Studio Deen,Manga,12 min.,PG-13 - Teens 13 or older,2155.0,5818,6534,18,157,3848,84,79,2366,387.0,293.0,515.0,638.0,320.0,173.0,56.0,26.0,16.0,20.0,2016-02-24,,False,28.0,0.0201,Bon,Studio Deen,Top,2016.0,2010.0,3.0,Comedy,0.0028
32005,Detective Conan Movie 20: The Darkest Nightmare,8.17,"Action, Mystery, Police, Shounen",,劇場版 名探偵コナン 純黒の悪夢（ナイトメア）,Movie,1.0,"Apr 16, 2016",,,,TMS Entertainment,Manga,1 hr. 52 min.,G - All Ages,334.0,3085,28296,98,660,22566,214,248,4608,3145.0,3639.0,4632.0,2642.0,866.0,381.0,141.0,56.0,18.0,235.0,2016-04-16,,False,36.37,0.0109,Excellent,TMS Entertainment,Top,2016.0,2010.0,4.0,Action,0.0035
32010,"Eikoku Ikka, Nihon wo Taberu: English Ikka, Shougatsu wo Taberu",,"Comedy, Slice of Life",Sushi and Beyond:An English Family Eats New Year's,英国一家、日本を食べる 『英国一家、正月を食べる』,Special,1.0,"Jan 1, 2016",,,,,,49 min.,G - All Ages,13883.0,13828,270,0,13,118,7,39,93,7.0,7.0,4.0,21.0,16.0,10.0,2.0,4.0,2.0,2.0,2016-01-01,,False,,0.2484,,,,2016.0,2010.0,2.0,Comedy,0.0
32011,Hakuouki: Otogisoushi,6.61,"Fantasy, Historical, Josei, Samurai",,薄桜鬼～御伽草子～,TV,12.0,"Apr 5, 2016 to Jun 28, 2016",Spring 2016,,,DLE,Visual novel,3 min. per ep.,PG-13 - Teens 13 or older,5343.0,6335,5324,11,369,2420,221,274,2040,137.0,160.0,223.0,404.0,366.0,230.0,85.0,39.0,41.0,31.0,2016-04-05,2016-06-28,False,24.63,0.1017,Bon,DLE,Top,2016.0,2010.0,4.0,Fantasy,0.0021
32012,Utakata Overdrive,,"Fantasy, Music",,ウタカタ・オーバードライブ,OVA,1.0,,,,,,,30 min.,,,8936,1945,0,0,0,0,0,1945,,,,,,,,,,,,,False,,,,,,,,2.0,Fantasy,0.0
32013,Oshiete! Galko-chan,7.11,"Slice of Life, Comedy, School",Please tell me! Galko-chan,おしえて! ギャル子ちゃん,TV,12.0,"Jan 8, 2016 to Mar 25, 2016",Winter 2016,,,feel.,Digital manga,7 min. per ep.,PG-13 - Teens 13 or older,3170.0,1077,136467,472,7765,78467,3139,4489,42607,2688.0,5346.0,14836.0,21167.0,10645.0,4522.0,1407.0,580.0,314.0,239.0,2016-01-08,2016-03-25,False,36.51,0.0541,Bon,feel.,Top,2016.0,2010.0,3.0,Slice of Life,0.0035
32014,Shimajirou to Ehon no Kuni,,"Action, Comedy, Fantasy, Kids",,しまじろうと えほんのくに,Movie,1.0,"Mar 11, 2016",,Benesse Corporation,,TOHO animation,,,G - All Ages,11943.0,15244,179,0,12,47,5,41,74,8.0,,1.0,2.0,8.0,6.0,1.0,1.0,1.0,2.0,2016-03-11,,False,,0.4659,,TOHO animation,Indie,2016.0,2010.0,4.0,Action,0.0
32015,Ajin OVA,7.25,"Action, Mystery, Horror, Supernatural, Seinen",,亜人,OVA,2.0,"May 6, 2016 to Oct 7, 2016",,,,Polygon Pictures,Manga,21 min. per ep.,R - 17+ (violence & profanity),2562.0,2597,38579,28,3245,20228,1853,792,12461,973.0,1460.0,3814.0,5273.0,2375.0,830.0,215.0,77.0,52.0,58.0,2016-05-06,2016-10-07,False,33.25,0.0377,Bon,Polygon Pictures,Mid,2016.0,2010.0,5.0,Action,0.0007
32016,Secret Journey,6.25,"Hentai, Comedy, Supernatural, Fantasy",,シークレット・ジャーニー,OVA,2.0,"Jan 29, 2016 to Apr 1, 2016",,Queen Bee,,,Manga,20 min. per ep.,Rx - Hentai,,5776,6697,35,870,3683,322,317,1505,262.0,174.0,359.0,538.0,547.0,410.0,201.0,136.0,73.0,89.0,2016-01-29,2016-04-01,False,23.91,0.0792,Moyen,,,2016.0,2010.0,4.0,Hentai,0.0052
32023,Bubuki Buranki,6.3,"Action, Sci-Fi, Drama, Mecha",BBK/BRNK,ブブキ・ブランキ,TV,12.0,"Jan 9, 2016 to Mar 26, 2016",Winter 2016,"Dentsu, AT-X, Ultra Super Pictures, Sony Music Communications, Bushiroad, Sammy, Kadokawa Media (Taiwan), Tose",,SANZIGEN,Original,24 min. per ep.,PG-13 - Teens 13 or older,6867.0,1851,66693,99,5435,28990,3278,11525,17465,769.0,1196.0,3291.0,6668.0,6121.0,3952.0,2248.0,1033.0,531.0,382.0,2016-01-09,2016-03-26,False,30.39,0.2845,Moyen,SANZIGEN,Mid,2016.0,2010.0,4.0,Action,0.0015
32026,Osomatsu-san Special,7.43,"Comedy, Parody",Mr. Osomatsu Episode 3.5:Virgin Heroes,おそ松さん,Special,1.0,"Jan 29, 2016",,Avex Pictures,,Studio Pierrot,Manga,21 min.,PG-13 - Teens 13 or older,1793.0,4860,10196,9,150,8068,79,105,1794,544.0,628.0,1288.0,1662.0,657.0,255.0,97.0,22.0,11.0,25.0,2016-01-29,,False,29.78,0.0128,Bon,Studio Pierrot,Top,2016.0,2010.0,2.0,Comedy,0.0009
32030,MEMORiES MELODiES,7.09,Music,,アイドリッシュセブン『MEMORiES MELODiES』,Music,1.0,"Dec 1, 2015",,,,Bones,Game,5 min.,G - All Ages,3266.0,8224,2547,5,72,1800,14,64,597,187.0,108.0,190.0,289.0,177.0,104.0,38.0,22.0,9.0,18.0,2015-12-01,,False,24.15,0.0343,Bon,Bones,Top,2015.0,2010.0,1.0,Music,0.002
32031,Leopard Eyes,6.67,Music,,アイドリッシュセブン『Leopard Eyes/TRIGGER』,Music,1.0,"Dec 15, 2015",,,,NAZ,Game,4 min.,G - All Ages,5064.0,8692,2126,9,45,1627,17,56,381,151.0,84.0,132.0,204.0,174.0,130.0,70.0,34.0,27.0,22.0,2015-12-15,,False,22.2,0.0333,Bon,NAZ,Mid,2015.0,2010.0,1.0,Music,0.0042
32032,Seikaisuru Kado,6.81,Sci-Fi,KADO:The Right Answer,正解するカド,TV,12.0,"Apr 7, 2017 to Jun 30, 2017",Spring 2017,Kinoshita Group Holdings,Funimation,Toei Animation,Original,23 min. per ep.,PG-13 - Teens 13 or older,4391.0,1473,93940,174,8694,41501,4050,7924,31771,1482.0,3115.0,7270.0,10570.0,6998.0,3584.0,1979.0,763.0,372.0,285.0,2017-04-07,2017-06-30,False,33.87,0.1603,Bon,Toei Animation,Top,2017.0,2010.0,1.0,Sci-Fi,0.0019
