mal_id,name,score,genres,english_name,japanese_name,type,episodes,aired,premiered,producers,licensors,studios,source,duration,rating,ranked,popularity,members,favorites,watching,completed,on_hold,dropped,plan_to_watch,score_10,score_9,score_8,score_7,score_6,score_5,score_4,score_3,score_2,score_1,aired_start,aired_end,is_outlier,weighted_score,drop_ratio,score_category,main_studio,studio_tier,year,decade,n_genres,main_genre,engagement_ratio
601,Nekojiru-sou,7.33,"Comedy, Dementia, Psychological",Cat Soup,ねこぢる草,OVA,1.0,"Feb 21, 2001",,"Starchild Records, King Records",Central Park Media,J.C.Staff,Manga,32 min.,PG-13 - Teens 13 or older,2184.0,1992,60101,739,950,39335,402,301,19113,3368.0,4352.0,7060.0,7278.0,3972.0,2012.0,842.0,395.0,280.0,324.0,2001-02-21,,False,35.03,0.0076,Bon,J.C.Staff,Top,2001.0,2000.0,3.0,Comedy,0.0123
602,KO Seiki Beast Sanjuushi,6.52,"Adventure, Comedy, Fantasy, Mecha, Shounen, Supernatural",KO Century Beast Warriors,ＫＯ世紀 ビースト三獣士,OVA,7.0,"May 2, 1992 to Nov 21, 1993",,"Movic, Sony Music Entertainment",Nozomi Entertainment,Gainax,Original,29 min. per ep.,PG-13 - Teens 13 or older,5780.0,8612,2180,8,91,834,98,135,1022,27.0,41.0,91.0,201.0,166.0,73.0,34.0,17.0,11.0,4.0,1992-05-02,1993-11-21,False,21.77,0.1393,Bon,Gainax,Top,1992.0,1990.0,6.0,Adventure,0.0037
603,Futari wa Precure,7.0,"Action, Comedy, Magic, Fantasy, Shoujo",Pretty Cure,ふたりはプリキュア,TV,49.0,"Feb 1, 2004 to Jan 30, 2005",Winter 2004,"Asatsu DK, Asahi Production, Asahi Broadcasting",4Kids Entertainment,Toei Animation,Original,24 min. per ep.,G - All Ages,3631.0,2747,34825,229,2604,17643,2589,2600,9389,946.0,1217.0,2627.0,4304.0,2739.0,1543.0,470.0,176.0,78.0,66.0,2004-02-01,2005-01-30,False,31.79,0.1284,Bon,Toei Animation,Top,2004.0,2000.0,5.0,Action,0.0066
604,Mahou no Stage Fancy Lala,7.12,"Music, Comedy, Drama, Magic, Romance, Shoujo",Magical Stage Fancy Lala,魔法のステージ・ファンシーララ,TV,26.0,"Apr 5, 1998 to Sep 27, 1998",Spring 1998,"Bandai Visual, Geneon Universal Entertainment, TV Osaka, Yomiuri Advertising, TV Tokyo Music",Bandai Entertainment,Studio Pierrot,Original,24 min. per ep.,G - All Ages,3125.0,5016,9453,39,403,4123,476,528,3923,200.0,377.0,705.0,1011.0,557.0,330.0,92.0,37.0,17.0,16.0,1998-04-05,1998-09-27,False,28.31,0.1135,Bon,Studio Pierrot,Top,1998.0,1990.0,6.0,Music,0.0041
605,Tenshi ni Narumon!,6.71,"Comedy, Romance, Vampire, Fantasy",I'm Gonna Be an Angel!,天使になるもんっ！,TV,26.0,"Apr 7, 1999 to Sep 29, 1999",Spring 1999,"TV Tokyo, Broccoli, Yomiko Advertising",Synch-Point,Studio Pierrot,Original,23 min. per ep.,PG-13 - Teens 13 or older,4830.0,6029,5970,44,311,2065,373,507,2714,108.0,157.0,293.0,480.0,366.0,218.0,110.0,53.0,36.0,26.0,1999-04-07,1999-09-29,False,25.34,0.1971,Bon,Studio Pierrot,Top,1999.0,1990.0,4.0,Comedy,0.0074
606,Kazemakase Tsukikage Ran,7.12,"Adventure, Comedy, Historical, Martial Arts, Samurai",Carried by the Wind:Tsukikage Ran,風まかせ月影蘭,TV,13.0,"Jan 26, 2000 to Apr 19, 2000",Winter 2000,Bandai Visual,Bandai Entertainment,Madhouse,Original,24 min. per ep.,PG-13 - Teens 13 or older,3120.0,4395,13171,57,636,5512,537,481,6005,245.0,484.0,1016.0,1511.0,751.0,402.0,118.0,39.0,20.0,14.0,2000-01-26,2000-04-19,False,29.33,0.0803,Bon,Madhouse,Top,2000.0,2000.0,5.0,Adventure,0.0043
607,Otogi Juushi Akazukin,6.95,"Adventure, Comedy, Fantasy",Fairy Musketeers,おとぎ銃士 赤ずきん,TV,39.0,"Jul 1, 2006 to Mar 31, 2007",Summer 2006,,,Madhouse,Original,24 min. per ep.,PG-13 - Teens 13 or older,3791.0,6015,5980,11,339,1699,386,503,3053,95.0,132.0,292.0,425.0,300.0,180.0,53.0,22.0,16.0,11.0,2006-07-01,2007-03-31,False,26.25,0.2284,Bon,Madhouse,Top,2006.0,2000.0,3.0,Adventure,0.0018
608,Sakura Taisen: Katsudou Shashin,6.45,"Adventure, Mecha, Sci-Fi, Shounen",Sakura Wars:The Movie,サクラ大戦 活動写真,Movie,1.0,"Dec 22, 2001",,"Kadokawa Shoten, Sega, Imagica, chara-ani.com, Imagine","Funimation, Geneon Entertainment USA",Production I.G,Visual novel,1 hr. 25 min.,PG-13 - Teens 13 or older,6142.0,6224,5529,4,118,3667,80,84,1580,103.0,170.0,361.0,707.0,602.0,380.0,149.0,70.0,33.0,20.0,2001-12-22,,False,24.14,0.0224,Moyen,Production I.G,Top,2001.0,2000.0,4.0,Adventure,0.0007
609,Saishuu Heiki Kanojo: Another Love Song,7.1,"Drama, Romance, Sci-Fi",Saikano:Another Love Song,最終兵器彼女Another Love Song,OVA,2.0,"Aug 5, 2005 to Sep 9, 2005",,"CBC, Tohokushinsha Film Corporation",VIZ Media,Studio Fantasia,Manga,30 min. per ep.,R+ - Mild Nudity,3211.0,4045,15998,17,325,10463,310,205,4695,537.0,881.0,1740.0,2182.0,1173.0,599.0,251.0,93.0,62.0,41.0,2005-08-05,2005-09-09,False,29.85,0.0192,Bon,Studio Fantasia,Mid,2005.0,2000.0,3.0,Drama,0.0011
610,Popotan,6.29,"Comedy, Drama, Ecchi, Supernatural",,ぽぽたん,TV,12.0,"Mar 18, 2003 to Oct 3, 2003",Spring 2003,Bandai Visual,"Sentai Filmworks, Geneon Entertainment USA",Shaft,Visual novel,24 min. per ep.,R+ - Mild Nudity,6932.0,3572,20984,53,843,10843,951,1650,6697,379.0,569.0,1100.0,2207.0,1905.0,1305.0,709.0,392.0,230.0,179.0,2003-03-18,2003-10-03,False,27.18,0.1321,Moyen,Shaft,Top,2003.0,2000.0,4.0,Comedy,0.0025
611,Platonic Chain,5.67,"Sci-Fi, Slice of Life",,プラトニック・チェーン,TV,24.0,"Oct 5, 2002 to Mar 29, 2003",Fall 2002,ACiD FiLM,,,Novel,6 min. per ep.,PG-13 - Teens 13 or older,9234.0,8434,2382,4,112,696,85,166,1323,25.0,17.0,36.0,93.0,145.0,114.0,71.0,43.0,28.0,22.0,2002-10-05,2003-03-29,False,19.15,0.1926,Moyen,,,2002.0,2000.0,2.0,Sci-Fi,0.0017
612,PetoPeto-san,6.53,"Comedy, Demons, Romance, School",,ぺとぺとさん,TV,13.0,"Jul 9, 2005 to Oct 1, 2005",Summer 2005,"Mellow Head, Genco, Media Factory, Toshiba Entertainment",,Xebec,Light novel,25 min. per ep.,PG-13 - Teens 13 or older,5722.0,6078,5865,8,312,2502,274,349,2428,65.0,124.0,285.0,594.0,472.0,300.0,92.0,41.0,20.0,20.0,2005-07-09,2005-10-01,False,24.61,0.1224,Bon,Xebec,Top,2005.0,2000.0,4.0,Comedy,0.0014
613,Onmyou Taisenki,7.17,"Adventure, Fantasy, Supernatural, Shounen",,陰陽大戦記,TV,52.0,"Nov 30, 2004 to Nov 29, 2005",Fall 2004,,,Sunrise,,23 min. per ep.,G - All Ages,2880.0,6319,5343,29,393,2069,375,443,2063,152.0,179.0,380.0,496.0,285.0,177.0,75.0,28.0,18.0,13.0,2004-11-30,2005-11-29,False,26.73,0.1764,Bon,Sunrise,Top,2004.0,2000.0,4.0,Adventure,0.0054
614,Okusama wa Mahou Shoujo,6.34,"Magic, Romance",Madam is a Magical Girl,奥さまは魔法少女,TV,13.0,"Jul 4, 2005 to Sep 26, 2005",Summer 2005,"Media Factory, Amber Film Works",,J.C.Staff,Original,24 min. per ep.,PG-13 - Teens 13 or older,6681.0,5421,7731,8,360,2957,304,398,3712,70.0,119.0,302.0,631.0,516.0,349.0,168.0,69.0,42.0,40.0,2005-07-04,2005-09-26,False,24.65,0.1186,Moyen,J.C.Staff,Top,2005.0,2000.0,2.0,Magic,0.001
615,Nurse Witch Komugi-chan Magikarte,6.62,"Comedy, Magic, Parody",,ナースウィッチ小麦ちゃんマジカルて,OVA,5.0,"Aug 23, 2002 to Apr 2, 2004",,"Rondo Robe, Pioneer LDC, Toshiba Entertainment, Toshiba Digital Frontiers",ADV Films,"Kyoto Animation, Tatsunoko Production",Original,24 min. per ep.,PG-13 - Teens 13 or older,5296.0,4281,14009,47,532,6795,460,538,5684,294.0,391.0,854.0,1406.0,1042.0,631.0,282.0,128.0,70.0,48.0,2002-08-23,2004-04-02,False,27.45,0.0734,Bon,Kyoto Animation,Top,2002.0,2000.0,3.0,Comedy,0.0034
616,Nurse Angel Ririka SOS,6.72,"Drama, Fantasy, Magic, Shoujo",,ナースエンジェルりりかＳＯＳ,TV,35.0,"Jul 7, 1995 to Mar 29, 1996",Summer 1995,"TV Tokyo, Nihon Ad Systems",,Gallop,Manga,24 min. per ep.,PG - Children,4810.0,7857,2943,13,184,729,200,225,1605,44.0,62.0,105.0,149.0,137.0,91.0,20.0,13.0,13.0,6.0,1995-07-07,1996-03-29,False,23.31,0.2358,Bon,Gallop,Top,1995.0,1990.0,4.0,Drama,0.0044
617,Juubee Ninpuuchou,7.61,"Adventure, Historical, Horror, Supernatural, Romance, Samurai, Fantasy, Shounen",Ninja Scroll,獣兵衛忍風帖,Movie,1.0,"Jun 5, 1993",,Movic,"Sentai Filmworks, Manga Entertainment",Madhouse,Original,1 hr. 34 min.,R+ - Mild Nudity,1250.0,1382,101330,952,2067,68394,761,459,29649,6018.0,9140.0,15238.0,14028.0,5827.0,2360.0,915.0,371.0,201.0,151.0,1993-06-05,,False,38.09,0.0067,Bon,Madhouse,Top,1993.0,1990.0,8.0,Adventure,0.0094
618,Juubee Ninpuuchou: Ryuuhougyoku-hen,6.7,"Adventure, Horror, Magic, Martial Arts, Samurai, Shounen, Supernatural",Ninja Scroll:The Series,獣兵衛忍風帖「龍宝玉篇」,TV,13.0,"Apr 15, 2003 to Jul 15, 2003",Spring 2003,Studio Take Off,"Discotek Media, Urban Vision",Madhouse,Original,24 min. per ep.,R - 17+ (violence & profanity),4899.0,2798,33722,89,1178,18870,1006,1543,11125,742.0,1340.0,2792.0,4165.0,2856.0,1721.0,907.0,395.0,255.0,154.0,2003-04-15,2003-07-15,False,30.34,0.0756,Bon,Madhouse,Top,2003.0,2000.0,7.0,Adventure,0.0026
619,Ninja Ryuukenden,5.65,"Action, Sci-Fi, Demons, Supernatural, Thriller",,忍者龍剣伝,OVA,1.0,"Nov 22, 1991",,,,Studio Junio,Game,48 min.,R - 17+ (violence & profanity),9271.0,7266,3731,5,97,2319,58,51,1206,27.0,43.0,138.0,350.0,417.0,382.0,209.0,95.0,59.0,37.0,1991-11-22,,False,20.18,0.0215,Moyen,Studio Junio,Indie,1991.0,1990.0,5.0,Action,0.0013
620,Takahashi Rumiko Gekijou Ningyo no Mori,7.06,"Mystery, Horror, Drama, Fantasy",Mermaid Forest,高橋留美子劇場 人魚の森,TV,13.0,"Oct 5, 2003 to Dec 21, 2003",Fall 2003,TV Tokyo,Geneon Entertainment USA,TMS Entertainment,Manga,24 min. per ep.,R - 17+ (violence & profanity),3419.0,3463,22339,78,1071,9796,964,942,9566,429.0,776.0,1735.0,2620.0,1328.0,687.0,243.0,90.0,61.0,42.0,2003-10-05,2003-12-21,False,30.7,0.0877,Bon,TMS Entertainment,Top,2003.0,2000.0,4.0,Mystery,0.0035
621,Night Walker: Mayonaka no Tantei,6.94,"Action, Comedy, Horror, Mystery, Vampire",Nightwalker:The Midnight Detective,Night Walker -真夜中の探偵-,TV,12.0,"Jul 9, 1998 to Sep 23, 1998",Summer 1998,"Bandai Visual, BeSTACK, Half H.P Studio, Memory-Tech","Central Park Media, Discotek Media",AIC,Visual novel,25 min. per ep.,R+ - Mild Nudity,3853.0,4006,16317,94,639,7908,630,690,6450,402.0,600.0,1248.0,1823.0,1171.0,667.0,271.0,84.0,52.0,32.0,1998-07-09,1998-09-23,False,29.24,0.0803,Bon,AIC,Top,1998.0,1990.0,5.0,Action,0.0058
622,Natsu-iro no Sunadokei,6.56,"Drama, Romance, Sci-Fi",Sandglass of Summer Colors,夏色の砂時計,OVA,2.0,"May 21, 2004 to Jul 23, 2004",,"KSS, Picture Magic, Rikuentai",,,Visual novel,30 min. per ep.,PG-13 - Teens 13 or older,5571.0,5449,7668,7,216,4261,147,134,2910,151.0,258.0,489.0,863.0,701.0,441.0,176.0,75.0,47.0,24.0,2004-05-21,2004-07-23,False,25.48,0.0305,Bon,,,2004.0,2000.0,3.0,Drama,0.0009
623,Shichinin no Nana,6.72,"Adventure, Comedy, Magic, Romance, School",,七人のナナ,TV,25.0,"Jan 10, 2002 to Jun 27, 2002",Winter 2002,"TV Tokyo, Hal Film Maker, Genco, Asatsu DK, d-rights, AT-X, Studio Jack","Media Blasters, NYAV Post",A.C.G.T.,Manga,24 min. per ep.,PG-13 - Teens 13 or older,4814.0,6480,4984,17,242,1453,265,366,2658,80.0,93.0,187.0,328.0,238.0,163.0,74.0,28.0,14.0,12.0,2002-01-10,2002-06-27,False,24.85,0.2012,Bon,A.C.G.T.,Mid,2002.0,2000.0,5.0,Adventure,0.0034
624,Mouse,6.04,"Action, Harem, Comedy, Ecchi, Shounen",,マウス,TV,12.0,"Jan 6, 2003 to Mar 24, 2003",Winter 2003,Broccoli,Media Blasters,"Studio Deen, Studio Hibari, Production Reed",Manga,14 min. per ep.,R+ - Mild Nudity,8061.0,3948,16810,28,790,10050,518,1138,4314,377.0,416.0,877.0,1597.0,1577.0,1248.0,775.0,389.0,327.0,227.0,2003-01-06,2003-03-24,False,25.52,0.1017,Moyen,Studio Deen,Top,2003.0,2000.0,5.0,Action,0.0017
625,Moekan The Animation,5.58,"Comedy, Romance",,モエかん THE ANIMATION,OVA,3.0,"Dec 19, 2003 to Jul 23, 2004",,KSS,,,Visual novel,30 min. per ep.,R+ - Mild Nudity,9479.0,8214,2561,0,87,1266,70,97,1041,24.0,24.0,71.0,153.0,196.0,175.0,84.0,69.0,38.0,35.0,2003-12-19,2004-07-23,False,19.02,0.0712,Moyen,,,2003.0,2000.0,2.0,Comedy,0.0
626,Mamotte Shugogetten!,6.68,"Comedy, Fantasy, Magic, Romance, Shounen","Protect Me, Heavenly Moon Guardian!",まもって守護月天！,TV,22.0,"Oct 17, 1998 to Apr 3, 1999",Fall 1998,,,Toei Animation,Manga,24 min. per ep.,PG-13 - Teens 13 or older,4997.0,5629,7109,14,404,3065,417,504,2719,125.0,156.0,395.0,685.0,502.0,334.0,130.0,50.0,24.0,20.0,1998-10-17,1999-04-03,False,25.73,0.1412,Bon,Toei Animation,Top,1998.0,1990.0,5.0,Comedy,0.002
627,Major S1,8.27,"Comedy, Sports, Drama, Shounen",,メジャー （第1シリーズ）,TV,26.0,"Nov 13, 2004 to May 21, 2005",Fall 2004,"Shogakukan-Shueisha Productions, NHK",,Studio Hibari,Manga,25 min. per ep.,PG-13 - Teens 13 or older,253.0,1662,80171,1271,2712,53971,1738,1406,20344,7610.0,10874.0,13165.0,6922.0,2037.0,748.0,191.0,96.0,53.0,127.0,2004-11-13,2005-05-21,False,40.56,0.0254,Excellent,Studio Hibari,Top,2004.0,2000.0,4.0,Comedy,0.0159
629,Mahoutsukai Tai!,7.07,"Sci-Fi, Comedy, Magic, Romance, Fantasy",Magic User's Club OVA,魔法使いTai!,OVA,6.0,"May 25, 1996 to Oct 25, 1997",,"Bandai Visual, Triangle Staff, Nozomi Entertainment, Youmex","Media Blasters, NYAV Post",Production Reed,Original,28 min. per ep.,PG-13 - Teens 13 or older,3367.0,5546,7354,21,228,4057,187,205,2677,155.0,335.0,721.0,972.0,525.0,263.0,85.0,34.0,7.0,13.0,1996-05-25,1997-10-25,False,27.34,0.0481,Bon,Production Reed,Top,1996.0,1990.0,5.0,Sci-Fi,0.0029
630,Mahoutsukai Tai! (TV),6.78,"Sci-Fi, Comedy, Magic, Romance, School",Magic User's Club,魔法使いTai!,TV,13.0,"Jul 7, 1999 to Oct 6, 1999",Summer 1999,"Bandai Visual, Triangle Staff","Nozomi Entertainment, Media Blasters, NYAV Post","Madhouse, Production Reed",,24 min. per ep.,PG-13 - Teens 13 or older,4553.0,5142,8814,25,325,3914,357,380,3838,112.0,226.0,590.0,874.0,614.0,370.0,130.0,38.0,22.0,14.0,1999-07-07,1999-10-06,False,26.75,0.0885,Bon,Madhouse,Top,1999.0,1990.0,5.0,Sci-Fi,0.0028
631,Mahoromatic Summer Special,7.13,"Ecchi, Romance, Comedy, Sci-Fi",,まほろまてぃっく 夏のTVスペシャル,Special,1.0,"Aug 15, 2003",,,"Sentai Filmworks, Geneon Entertainment USA","Gainax, Shaft",Manga,23 min.,R+ - Mild Nudity,3097.0,4877,10093,3,145,7737,126,87,1998,323.0,526.0,1203.0,1710.0,882.0,398.0,116.0,45.0,21.0,14.0,2003-08-15,,False,28.55,0.0111,Bon,Gainax,Top,2003.0,2000.0,4.0,Ecchi,0.0003
632,Mahoromatic End Year Special,6.93,"Ecchi, Romance, Comedy, Military, Sci-Fi",,まほろまてぃっく 年末スペシャル,Special,1.0,"Dec 14, 2001",,,,"Gainax, Shaft",Manga,24 min.,R+ - Mild Nudity,3906.0,6004,6016,3,108,4135,91,110,1572,153.0,224.0,531.0,826.0,477.0,248.0,80.0,33.0,14.0,12.0,2001-12-14,,False,26.19,0.0259,Bon,Gainax,Top,2001.0,2000.0,5.0,Ecchi,0.0005
633,Legend of Basara,7.32,"Adventure, Romance, Drama, Shoujo",,LEGEND OF BASARA,TV,13.0,"Apr 3, 1998 to Jun 26, 1998",Spring 1998,,,KSS,Manga,24 min. per ep.,PG-13 - Teens 13 or older,2252.0,4927,9901,74,435,4276,308,344,4538,290.0,415.0,812.0,977.0,477.0,217.0,81.0,35.0,16.0,21.0,1998-04-03,1998-06-26,False,29.25,0.0745,Bon,KSS,Indie,1998.0,1990.0,4.0,Adventure,0.0075
634,Koi Kaze,7.13,"Drama, Psychological, Romance, Seinen, Slice of Life",,恋風,TV,13.0,"Apr 2, 2004 to Jun 18, 2004",Spring 2004,"Geneon Universal Entertainment, TV Asahi, Rondo Robe",Geneon Entertainment USA,A.C.G.T.,Manga,24 min. per ep.,R - 17+ (violence & profanity),3100.0,1803,71263,469,2862,31030,1942,2760,32669,2120.0,3390.0,6131.0,6406.0,3858.0,1962.0,1020.0,421.0,348.0,404.0,2004-04-02,2004-06-18,False,34.6,0.0817,Bon,A.C.G.T.,Mid,2004.0,2000.0,5.0,Drama,0.0066
635,Juubee-chan: Lovely Gantai no Himitsu,6.67,"Action, Adventure, Comedy, Drama, Shounen",Jubei-chan the Ninja Girl:Secret of the Lovely Eyepatch,十兵衛ちゃん ーラブリー眼帯の秘密,TV,13.0,"Apr 6, 1999 to Jun 29, 1999",Spring 1999,Bandai Visual,"Bandai Entertainment, Media Blasters",Madhouse,Original,25 min. per ep.,PG-13 - Teens 13 or older,5060.0,4092,15652,31,566,8592,693,962,4839,249.0,521.0,1176.0,1989.0,1410.0,834.0,367.0,166.0,81.0,46.0,1999-04-06,1999-06-29,False,27.98,0.1007,Bon,Madhouse,Top,1999.0,1990.0,5.0,Action,0.002
636,Juubee-chan 2: Siberia Yagyuu no Gyakushuu,6.87,"Adventure, Comedy, Drama, Martial Arts, Samurai, Shounen",Jubei-chan 2:The Counterattack of Siberia Yagyu,十兵衛ちゃん2 ～シベリア柳生の逆襲～,TV,13.0,"Jan 8, 2004 to Apr 1, 2004",Winter 2004,TV Tokyo Music,Geneon Entertainment USA,Madhouse,Original,25 min. per ep.,PG-13 - Teens 13 or older,4166.0,5069,9198,23,304,5127,326,292,3149,182.0,326.0,761.0,1131.0,695.0,361.0,145.0,47.0,47.0,28.0,2004-01-08,2004-04-01,False,27.23,0.0539,Bon,Madhouse,Top,2004.0,2000.0,6.0,Adventure,0.0025
637,Iketeru Futari,6.63,"Comedy, Romance, Ecchi, School, Seinen",,イケてる２人,TV,16.0,"Feb 2, 1999 to Feb 26, 1999",Winter 1999,TBS,,J.C.Staff,Manga,8 min. per ep.,R+ - Mild Nudity,5258.0,4003,16327,32,470,11244,327,484,3802,425.0,669.0,1355.0,2285.0,1740.0,1064.0,474.0,212.0,132.0,80.0,1999-02-02,1999-02-26,False,27.93,0.0413,Bon,J.C.Staff,Top,1999.0,1990.0,5.0,Comedy,0.002
641,Ichigo 100% Special 2,6.88,"Comedy, Ecchi, Romance, Shounen",Strawberry 100%,いちご100%,Special,1.0,"Dec 18, 2005",,,,Madhouse,Manga,23 min.,PG-13 - Teens 13 or older,4111.0,3970,16648,11,189,13389,202,133,2735,523.0,774.0,1687.0,2954.0,1775.0,904.0,301.0,142.0,70.0,46.0,2005-12-18,,False,29.04,0.0098,Bon,Madhouse,Top,2005.0,2000.0,4.0,Comedy,0.0007
642,Ichigo 100%: Koi ga Hajimaru?! Satsuei Gasshuku - Yureru Kokoro ga Higashi e Nishi e,6.9,"Ecchi, Romance, Shounen",,いちご100% 恋が始まる!? 撮影合宿 〜ゆれるココロが東へ西へ〜,Special,1.0,"Sep 23, 2004",,,,Madhouse,,25 min.,PG-13 - Teens 13 or older,4021.0,3932,17010,8,223,13298,221,131,3137,530.0,803.0,1693.0,2941.0,1804.0,872.0,306.0,134.0,73.0,50.0,2004-09-23,,False,29.19,0.0098,Bon,Madhouse,Top,2004.0,2000.0,3.0,Ecchi,0.0005
644,Hachimitsu to Clover Specials,7.7,"Comedy, Drama, Josei, Romance, Slice of Life",Honey and Clover Specials,ハチミツとクローバー,Special,2.0,"Dec 23, 2005 to Feb 24, 2006",,,VIZ Media,J.C.Staff,Manga,22 min. per ep.,PG-13 - Teens 13 or older,1026.0,3119,27490,52,354,20167,393,225,6351,1695.0,2543.0,4373.0,3797.0,1455.0,614.0,168.0,65.0,22.0,36.0,2005-12-23,2006-02-24,False,34.18,0.011,Bon,J.C.Staff,Top,2005.0,2000.0,5.0,Comedy,0.0019
645,Hikaru no Go: Hokuto Hai e no Michi,7.98,"Game, Shounen",,ヒカルの碁 北斗杯への道,Special,1.0,"Jan 3, 2004",,Dentsu,,Studio Pierrot,Manga,1 hr. 17 min.,G - All Ages,559.0,3616,20516,37,310,15964,176,145,3921,1472.0,2375.0,3858.0,2479.0,731.0,248.0,61.0,19.0,9.0,19.0,2004-01-03,,False,34.41,0.009,Bon,Studio Pierrot,Top,2004.0,2000.0,2.0,Game,0.0018
646,Haunted Junction,6.65,"Comedy, Supernatural, School, Shounen",,HAUNTED じゃんくしょん,TV,12.0,"Apr 2, 1997 to Jun 25, 1997",Spring 1997,,Bandai Entertainment,Studio Deen,Manga,24 min. per ep.,PG-13 - Teens 13 or older,5132.0,7345,3639,10,132,1766,173,220,1348,58.0,119.0,230.0,403.0,292.0,194.0,75.0,21.0,11.0,10.0,1997-04-02,1997-06-25,False,23.68,0.1108,Bon,Studio Deen,Top,1997.0,1990.0,4.0,Comedy,0.0027
647,Harukanaru Toki no Naka de: Ajisai Yumegatari,6.28,"Adventure, Fantasy, Romance, Supernatural, Demons, Historical, Drama, Shoujo",,遙かなる時空の中で 〜紫陽花ゆめ語り〜,OVA,2.0,"Mar 27, 2002 to Jan 23, 2003",,,,Zexcs,Visual novel,30 min. per ep.,PG-13 - Teens 13 or older,6991.0,7719,3124,4,110,1549,76,90,1299,46.0,65.0,127.0,260.0,228.0,157.0,77.0,41.0,16.0,11.0,2002-03-27,2003-01-23,False,21.95,0.0549,Moyen,Zexcs,Top,2002.0,2000.0,8.0,Adventure,0.0013
648,Tsuki wa Higashi ni Hi wa Nishi ni: Operation Sanctuary,6.19,"Comedy, Drama, Harem, Romance, Sci-Fi",,月は東に日は西に〜Operation Sanctuary〜,TV,13.0,"Jun 30, 2004 to Sep 22, 2004",Summer 2004,Radix,,,Visual novel,12 min. per ep.,PG-13 - Teens 13 or older,7424.0,5668,7007,8,315,3426,248,293,2725,107.0,101.0,286.0,627.0,618.0,432.0,182.0,80.0,57.0,44.0,2004-06-30,2004-09-22,False,23.8,0.0788,Moyen,,,2004.0,2000.0,5.0,Comedy,0.0011
649,Hanaukyou Maid-tai: La Verite,6.8,"Comedy, Ecchi, Harem, Romance",Hanaukyo Maid Team:La Verite,花右京メイド隊 La Verite,TV,12.0,"Apr 4, 2004 to Jun 20, 2004",Spring 2004,Geneon Universal Entertainment,"Sentai Filmworks, Geneon Entertainment USA",Daume,Manga,23 min. per ep.,R+ - Mild Nudity,4436.0,3653,20049,21,740,13402,548,689,4670,468.0,753.0,1738.0,2841.0,2026.0,1031.0,431.0,160.0,88.0,62.0,2004-04-04,2004-06-20,False,29.25,0.0489,Bon,Daume,Mid,2004.0,2000.0,4.0,Comedy,0.001
650,Gunsmith Cats,7.27,"Action, Comedy, Police, Seinen",Gunsmith Cats,ガンスミス キャッツ,OVA,3.0,"Nov 1, 1995 to Sep 1, 1996",,"VAP, TBS, Kodansha","ADV Films, AnimEigo",OLM,Manga,29 min. per ep.,PG-13 - Teens 13 or older,2498.0,2796,33519,237,1090,19204,497,333,12395,753.0,1666.0,4075.0,4853.0,2235.0,949.0,226.0,90.0,28.0,22.0,1995-11-01,1996-09-01,False,32.9,0.017,Bon,OLM,Top,1995.0,1990.0,4.0,Action,0.0071
651,Green Green Thirteen: Erolutions,6.13,"Hentai, Comedy, Romance",,グリーングリーン THIRTEEN エロリューションズ,OVA,1.0,"May 28, 2004",,,,Studio Matrix,Visual novel,31 min.,Rx - Hentai,,3426,22776,27,489,18664,259,303,3061,799.0,879.0,1567.0,2684.0,2761.0,1894.0,1107.0,568.0,479.0,394.0,2004-05-28,,False,26.71,0.016,Moyen,Studio Matrix,Indie,2004.0,2000.0,3.0,Hentai,0.0012
652,Galaxy Angel Z,7.18,"Sci-Fi, Comedy",,ギャラクシーエンジェルＺ,TV,9.0,"Feb 3, 2002 to Mar 31, 2002",Winter 2002,"Bandai Visual, Broccoli","Nozomi Entertainment, Bandai Entertainment",Madhouse,Original,24 min. per ep.,PG - Children,2845.0,5155,8784,11,191,5996,233,206,2158,271.0,454.0,1026.0,1346.0,674.0,310.0,91.0,33.0,20.0,14.0,2002-02-03,2002-03-31,False,28.32,0.0332,Bon,Madhouse,Top,2002.0,2000.0,2.0,Sci-Fi,0.0013
653,Galaxy Angel 3,7.31,"Comedy, Sci-Fi",,ギャラクシーエンジェルＡＡ,TV,26.0,"Oct 6, 2002 to Mar 31, 2003",Fall 2002,"Bandai Visual, Broccoli, Yomiko Advertising, Studio Jack","Nozomi Entertainment, Bandai Entertainment",Madhouse,Original,24 min. per ep.,PG - Children,2289.0,5310,8186,22,240,5251,295,220,2180,295.0,465.0,899.0,1107.0,563.0,236.0,61.0,19.0,15.0,13.0,2002-10-06,2003-03-31,False,28.6,0.0402,Bon,Madhouse,Top,2002.0,2000.0,2.0,Comedy,0.0027
654,Galaxy Angel 3 Specials,7.18,"Comedy, Sci-Fi",,ギャラクシーエンジェルＡ,Special,2.0,"Nov 28, 2003",,Broccoli,"Nozomi Entertainment, Bandai Entertainment",,,13 min. per ep.,PG - Children,2845.0,7610,3265,2,53,2058,73,55,1026,113.0,156.0,312.0,385.0,191.0,119.0,27.0,8.0,4.0,3.0,2003-11-28,,False,25.23,0.026,Bon,,,2003.0,2000.0,2.0,Comedy,0.0006
